stazione,data,Sb,Sb_flag,As,As_flag,Cd,Cd_flag,Cr,Cr_flag,Fe,Fe_flag,Mn,Mn_flag,Hg,Hg_flag,Ni,Ni_flag,Pb,Pb_flag,Cu,Cu_flag,Se,Se_flag,Tl,Tl_flag,V,V_flag,Zn,Zn_flag
foscolo,12/01/2020,6.9,0,0.5,1,0.5,0,4.3,0,193.9,0,5.5,0,0.1,1,1.1,0,10,0,9.9,0,0.5,1,0.5,1,0.5,1,50.4,0
foscolo,13/01/2020,26.9,0,1.6,0,2.5,0,6.5,0,344.4,0,11.4,0,0.1,1,1.9,0,22.7,0,20.8,0,1.7,0,0.5,1,1.1,0,79.6,0
foscolo,14/01/2020,21.9,0,2.9,0,34.3,0,17.2,0,834.6,0,34.4,0,0.1,1,5.1,0,236.2,0,40.6,0,9.6,0,0.5,1,2,0,174.1,0
foscolo,15/01/2020,9.3,0,2.6,0,1.4,0,11.3,0,742.4,0,29.2,0,0.1,1,3.4,0,32.9,0,26.4,0,1.1,0,0.5,1,1.7,0,140.3,0
foscolo,16/01/2020,11,0,1.9,0,1.7,0,15.6,0,827.5,0,33.1,0,0.1,1,3.7,0,106.2,0,41.2,0,1,0,0.5,1,1.5,0,166,0
foscolo,17/01/2020,16.9,0,5.4,0,2.5,0,16.7,0,969.4,0,53.9,0,0.1,1,5.8,0,44.6,0,39.6,0,2.3,0,0.5,1,1.7,0,184.2,0
foscolo,18/01/2020,7.9,0,0.5,1,0.6,0,5.2,0,278,0,10.7,0,0.1,1,2.2,0,12.3,0,11.2,0,0.5,1,0.5,1,1.1,0,75.8,0
foscolo,19/01/2020,7.6,0,0.5,1,0.3,0,3.3,0,116.6,0,3.8,0,0.1,1,1,0,3.9,0,5,0,0.5,1,0.5,1,0.5,1,29,0
foscolo,20/01/2020,5.5,0,0.5,1,8.6,0,3.9,0,141.3,0,4.9,0,0.1,1,1.6,0,4.6,0,4.6,0,3.8,0,0.5,1,0.5,1,32.7,0
foscolo,21/01/2020,16.6,0,1.8,0,1.4,0,10.5,0,413.2,0,13.6,0,0.1,1,1.9,0,341,0,14.2,0,1.3,0,0.5,1,1.3,0,88.4,0
foscolo,22/01/2020,13.6,0,2.1,0,1.7,0,21,0,962.5,0,37.8,0,0.1,1,6.3,0,28.6,0,34.1,0,1.6,0,0.5,1,2,0,160.9,0
foscolo,23/01/2020,11.9,0,1.7,0,2.4,0,7.6,0,424.8,0,14.3,0,0.1,1,5.5,0,15.9,0,13.8,0,1.5,0,0.5,1,1.2,0,99.7,0
foscolo,24/01/2020,8.2,0,0.5,1,1.1,0,9.8,0,482.8,0,15.5,0,0.1,1,6.2,0,12.3,0,16.3,0,1.9,0,0.5,1,1.2,0,92.4,0
foscolo,25/01/2020,7.4,0,0.5,1,0.6,0,7,0,398.9,0,13.2,0,0.1,1,3.4,0,14.7,0,16.2,0,1.1,0,0.5,1,1.2,0,109.9,0
foscolo,26/01/2020,15.2,0,1.7,0,1.2,0,8.6,0,473.5,0,16.9,0,0.1,1,3.4,0,76.9,0,25.4,0,1.8,0,0.5,1,1.4,0,208.4,0
foscolo,27/01/2020,34,0,1.5,0,1.3,0,7.2,0,342.3,0,18.5,0,0.1,1,3.1,0,22,0,19.4,0,23.1,0,0.5,1,1.9,0,158.8,0
foscolo,28/01/2020,17.4,0,1.4,0,1.6,0,8.3,0,289.3,0,12.8,0,0.1,1,3.3,0,48.6,0,12.9,0,2.4,0,0.5,1,1.2,0,84.8,0
foscolo,29/01/2020,20.2,0,1.6,0,14,0,11.1,0,234,0,10.1,0,0.1,1,2.5,0,13.1,0,10,0,8,0,0.5,1,1.2,0,91.1,0
