data,recettore,stima,valore
2017-12-24,serenella,misura,1.1
2017-12-25,foscolo,calpuff,6.534368e-4
2017-12-25,marco,calpuff,0.01703536
2017-12-25,serenella,calpuff,0.007484772
2017-12-25,foscolo,misura,NA
2017-12-25,marco,misura,1
2017-12-25,serenella,misura,0.7
2017-12-26,foscolo,calpuff,0
2017-12-26,marco,calpuff,0
2017-12-26,serenella,calpuff,0
2017-12-26,foscolo,misura,NA
2017-12-26,marco,misura,0.8
2017-12-26,serenella,misura,0.4
2017-12-27,foscolo,calpuff,0
2017-12-27,marco,calpuff,0
2017-12-27,serenella,calpuff,0.00487846
2017-12-27,foscolo,misura,NA
2017-12-27,marco,misura,0.5
2017-12-27,serenella,misura,0.3
2017-12-28,foscolo,calpuff,0
2017-12-28,marco,calpuff,0
2017-12-28,serenella,calpuff,0
2017-12-28,foscolo,misura,NA
2017-12-28,marco,misura,3.7
2017-12-28,serenella,misura,6.1
2017-12-29,foscolo,calpuff,0.1013071
2017-12-29,marco,calpuff,0.00153116
2017-12-29,serenella,calpuff,0
2017-12-29,foscolo,misura,NA
2017-12-29,marco,misura,1.7
2017-12-29,serenella,misura,NA
2017-12-30,foscolo,calpuff,1.551202e-4
2017-12-30,marco,calpuff,0.03679497
2017-12-30,serenella,calpuff,0
2017-12-30,foscolo,misura,1.2
2017-12-30,marco,misura,19.1
2017-12-30,serenella,misura,NA
2017-12-31,foscolo,calpuff,0.001395145
2017-12-31,marco,calpuff,0.04426941
2017-12-31,serenella,calpuff,9.309345e-5
2017-12-31,foscolo,misura,1.2
2017-12-31,marco,misura,3.3
2017-12-31,serenella,misura,NA
2017-08-31,foscolo,lapmod,0.06275249004545455
2017-08-31,marco,lapmod,0.06287070228181818
2017-08-31,serenella,lapmod,0.15141522727272727
2017-09-01,foscolo,lapmod,0.2337585625
2017-09-01,marco,lapmod,0.14019093824999998
2017-09-01,serenella,lapmod,0.4048528125000001
2017-09-02,foscolo,lapmod,0.211500348875
2017-09-02,marco,lapmod,0.0834979282
2017-09-02,serenella,lapmod,0.06544063454416667
2017-09-03,foscolo,lapmod,0.231998540725
2017-09-03,marco,lapmod,0.1060487942
2017-09-03,serenella,lapmod,0.06812061506666665
2017-09-04,foscolo,lapmod,0.30635271183208335
2017-09-04,marco,lapmod,0.05015787679416667
2017-09-04,serenella,lapmod,0.29529203583333336
2017-09-05,foscolo,lapmod,0.143493772125
2017-09-05,marco,lapmod,0.05935664121875
2017-09-05,serenella,lapmod,0.5905365545833333
2017-09-06,foscolo,lapmod,0.1594272353275
2017-09-06,marco,lapmod,0.16838774678958335
2017-09-06,serenella,lapmod,0.08189428708333334
2017-09-07,foscolo,lapmod,0.019210431125
2017-09-07,marco,lapmod,0.02603362328333333
2017-09-07,serenella,lapmod,0.0963425575
2017-09-08,foscolo,lapmod,0.10020488333333334
2017-09-08,marco,lapmod,0.04543642387500001
2017-09-08,serenella,lapmod,0.06217608875
2017-09-09,foscolo,lapmod,0.054513636
2017-09-09,marco,lapmod,0.07679180702124999
2017-09-09,serenella,lapmod,0.07183660587583333
2017-09-10,foscolo,lapmod,0.12536425416666666
2017-09-10,marco,lapmod,0.12357593275
2017-09-10,serenella,lapmod,0.10997810408333332
2017-09-11,foscolo,lapmod,0.16325639291666666
2017-09-11,marco,lapmod,0.24136942916666668
2017-09-11,serenella,lapmod,0.05629001933333334
2017-09-12,foscolo,lapmod,0.3950475
2017-09-12,marco,lapmod,1.5589768333333334
2017-09-12,serenella,lapmod,0.02854816338266666
2017-09-13,foscolo,lapmod,0.672014274375
2017-09-13,marco,lapmod,0.24033884426666663
2017-09-13,serenella,lapmod,0.13018893320833333
2017-09-14,foscolo,lapmod,0.34044522916666664
2017-09-14,marco,lapmod,2.723289208333333
2017-09-14,serenella,lapmod,0.0381994599875
2017-09-15,foscolo,lapmod,0.4460032916666667
2017-09-15,marco,lapmod,1.692169445125
2017-09-15,serenella,lapmod,0.00378657345833333
2017-09-16,foscolo,lapmod,1.29247875
2017-09-16,marco,lapmod,1.0124165806333334
2017-09-16,serenella,lapmod,0.10855320795166666
2017-09-17,foscolo,lapmod,0.22516905
2017-09-17,marco,lapmod,0.5382455300000001
2017-09-17,serenella,lapmod,0
2017-09-18,foscolo,lapmod,0.7317659904166667
2017-09-18,marco,lapmod,1.2881476895833337
2017-09-18,serenella,lapmod,0.06894293155416667
2017-09-19,foscolo,lapmod,0.06426237666666668
2017-09-19,marco,lapmod,0.7542553820833333
2017-09-19,serenella,lapmod,1.5974375e-6
2017-09-20,foscolo,lapmod,0.7626759708970833
2017-09-20,marco,lapmod,0.2804455708020834
2017-09-20,serenella,lapmod,0.0474303635125
2017-09-21,foscolo,lapmod,1.1228645645833333
2017-09-21,marco,lapmod,1.0228173956375
2017-09-21,serenella,lapmod,0.16524429166666668
2017-09-22,foscolo,lapmod,0.3197033666666667
2017-09-22,marco,lapmod,1.1450399922916668
2017-09-22,serenella,lapmod,1.2042872373045834
2017-09-23,foscolo,lapmod,0.8678175833333334
2017-09-23,marco,lapmod,1.2460664300125
2017-09-23,serenella,lapmod,0.15915064230375
2017-09-24,foscolo,lapmod,0.07350108870833333
2017-09-24,marco,lapmod,1.9915524291666664
2017-09-24,serenella,lapmod,4.556949583333333e-5
2017-09-25,foscolo,lapmod,0.08745335041666667
2017-09-25,marco,lapmod,0.6857978391666667
2017-09-25,serenella,lapmod,0.1326425
2017-09-26,foscolo,lapmod,0.0258044505
2017-09-26,marco,lapmod,0.42581940041791666
2017-09-26,serenella,lapmod,0.08890205166666666
2017-09-27,foscolo,lapmod,0.8407280369583333
2017-09-27,marco,lapmod,1.6659934560416667
2017-09-27,serenella,lapmod,0.10523028333333334
2017-09-28,foscolo,lapmod,0.15244343750000003
2017-09-28,marco,lapmod,1.1246607882083333
2017-09-28,serenella,lapmod,0.064177286625
2017-09-29,foscolo,lapmod,0.23229575
2017-09-29,marco,lapmod,0.8570159166666668
2017-09-29,serenella,lapmod,0.1405599966666667
2017-09-30,foscolo,lapmod,0.2726031666666667
2017-09-30,marco,lapmod,1.08851930375
2017-09-30,serenella,lapmod,0.14072444291666666
2017-10-01,foscolo,lapmod,0.063085621375
2017-10-01,marco,lapmod,0.7597220333333333
2017-10-01,serenella,lapmod,0.00436261860753333
2017-10-02,foscolo,lapmod,0.5355539625
2017-10-02,marco,lapmod,0.11261824578208332
2017-10-02,serenella,lapmod,0.19766716666666667
2017-10-03,foscolo,lapmod,0.22050768666666667
2017-10-03,marco,lapmod,1.5325553458333334
2017-10-03,serenella,lapmod,0.1317715625
2017-10-04,foscolo,lapmod,1.1594974282916668
2017-10-04,marco,lapmod,0.5526431563333333
2017-10-04,serenella,lapmod,0.01912804916666666
2017-10-05,foscolo,lapmod,0.7576938704166667
2017-10-05,marco,lapmod,1.1985050594583333
2017-10-05,serenella,lapmod,0.07901653585
2017-10-06,foscolo,lapmod,0.6501925759166667
2017-10-06,marco,lapmod,0.3382026391666667
2017-10-06,serenella,lapmod,0.1695818455375
2017-10-07,foscolo,lapmod,1.0341879875
2017-10-07,marco,lapmod,1.1951541413333335
2017-10-07,serenella,lapmod,0.07873939583333334
2017-10-08,foscolo,lapmod,1.0585755833333332
2017-10-08,marco,lapmod,1.7031833883333334
2017-10-08,serenella,lapmod,0.03151015058333333
2017-10-09,foscolo,lapmod,0.33670147250000004
2017-10-09,marco,lapmod,0.6792137893750001
2017-10-09,serenella,lapmod,0.15889426
2017-10-10,foscolo,lapmod,1.749152541666667
2017-10-10,marco,lapmod,0.7768493927416666
2017-10-10,serenella,lapmod,0.17227884166666668
2017-10-11,foscolo,lapmod,0.939254375
2017-10-11,marco,lapmod,1.401262819
2017-10-11,serenella,lapmod,0.17139439598679168
2017-10-12,foscolo,lapmod,1.6137336292416666
2017-10-12,marco,lapmod,1.0504841322958334
2017-10-12,serenella,lapmod,0.46853954291666666
2017-10-13,foscolo,lapmod,2.6280645265
2017-10-13,marco,lapmod,0.8079318179208334
2017-10-13,serenella,lapmod,0.13427276954166667
2017-10-14,foscolo,lapmod,2.0205520454166668
2017-10-14,marco,lapmod,1.3425272239166666
2017-10-14,serenella,lapmod,0.03994457115
2017-10-15,foscolo,lapmod,1.2965017662083334
2017-10-15,marco,lapmod,0.8926111155958334
2017-10-15,serenella,lapmod,0.06531148958333333
2017-10-16,foscolo,lapmod,3.3815356708333333
2017-10-16,marco,lapmod,1.8194142758333336
2017-10-16,serenella,lapmod,0.132210525
2017-10-17,foscolo,lapmod,2.33334528
2017-10-17,marco,lapmod,1.6264795932725
2017-10-17,serenella,lapmod,0.4183267545625
2017-10-18,foscolo,lapmod,0.6722328171125
2017-10-18,marco,lapmod,5.2069732916666664
2017-10-18,serenella,lapmod,0.353109706805
2017-10-19,foscolo,lapmod,0.5196921625
2017-10-19,marco,lapmod,2.3389487916666667
2017-10-19,serenella,lapmod,4.462581e-4
2017-10-20,foscolo,lapmod,0.42678036741666664
2017-10-20,marco,lapmod,2.11315615
2017-10-20,serenella,lapmod,0.0524960125
2017-10-21,foscolo,lapmod,0.6937259958333333
2017-10-21,marco,lapmod,1.444806999375
2017-10-21,serenella,lapmod,0.32995855166666666
2017-10-22,foscolo,lapmod,0.00643806932916666
2017-10-22,marco,lapmod,1.838376345833333
2017-10-22,serenella,lapmod,1.1073541666666668e-5
2017-10-23,foscolo,lapmod,0.5069906791666666
2017-10-23,marco,lapmod,0.29333994640833333
2017-10-23,serenella,lapmod,0.15871116416666667
2017-10-24,foscolo,lapmod,0.7130529920833334
2017-10-24,marco,lapmod,0.7670979829166666
2017-10-24,serenella,lapmod,0.00316859592583333
2017-10-25,foscolo,lapmod,1.360727375629167
2017-10-25,marco,lapmod,1.8192924281833336
2017-10-25,serenella,lapmod,0.083058330625
2017-10-26,foscolo,lapmod,1.0511467916666666
2017-10-26,marco,lapmod,1.7551469142458334
2017-10-26,serenella,lapmod,0.273353822605
2017-10-27,foscolo,lapmod,0.9644385583333333
2017-10-27,marco,lapmod,1.1756014166666666
2017-10-27,serenella,lapmod,0.03396881583333333
2017-10-28,foscolo,lapmod,0.616101202875
2017-10-28,marco,lapmod,1.87684125
2017-10-28,serenella,lapmod,0.0117120970425
2017-10-29,foscolo,lapmod,0.48398785416666673
2017-10-29,marco,lapmod,1.0093228541666666
2017-10-29,serenella,lapmod,0.01649603963333333
2017-10-30,foscolo,lapmod,0.12504731625
2017-10-30,marco,lapmod,0.2854329331666667
2017-10-30,serenella,lapmod,0.288586652625
2017-10-31,foscolo,lapmod,0.2969903975
2017-10-31,marco,lapmod,1.8815040416666664
2017-10-31,serenella,lapmod,0.01174062916666666
2017-11-01,foscolo,lapmod,0.20983725125
2017-11-01,marco,lapmod,0.620445825
2017-11-01,serenella,lapmod,0.15556276275
2017-11-02,foscolo,lapmod,0.32084097916666665
2017-11-02,marco,lapmod,2.122500291666667
2017-11-02,serenella,lapmod,0.14560127291666666
2017-11-03,foscolo,lapmod,1.3136199541666669
2017-11-03,marco,lapmod,1.4521488333333334
2017-11-03,serenella,lapmod,0.04655848479166667
2017-11-04,foscolo,lapmod,0.20037122458333337
2017-11-04,marco,lapmod,1.5004968208333334
2017-11-04,serenella,lapmod,0.17696604167916666
2017-11-05,foscolo,lapmod,0.04592397
2017-11-05,marco,lapmod,0.350890605
2017-11-05,serenella,lapmod,0.02015221791666667
2017-11-06,foscolo,lapmod,0.17589568333333333
2017-11-06,marco,lapmod,0.04714999958333333
2017-11-06,serenella,lapmod,0.00298519420833333
2017-11-07,foscolo,lapmod,0.03391586779166667
2017-11-07,marco,lapmod,0.1597556825
2017-11-07,serenella,lapmod,0.00670070083333333
2017-11-08,foscolo,lapmod,0.6959004744583335
2017-11-08,marco,lapmod,1.0914532916666668
2017-11-08,serenella,lapmod,0.042356995
2017-11-09,foscolo,lapmod,0.16033591666666666
2017-11-09,marco,lapmod,1.397165880416667
2017-11-09,serenella,lapmod,0.05851628779166666
2017-11-10,foscolo,lapmod,0.4798430275
2017-11-10,marco,lapmod,0.807544009
2017-11-10,serenella,lapmod,0.17713388154583334
2017-11-11,foscolo,lapmod,1.4105163333333333
2017-11-11,marco,lapmod,1.1999904291666668
2017-11-11,serenella,lapmod,0.24183546604166664
2017-11-12,foscolo,lapmod,0.3708891458333333
2017-11-12,marco,lapmod,1.4463375141666668
2017-11-12,serenella,lapmod,0.0027812136475
2017-11-13,foscolo,lapmod,0.04781822916666667
2017-11-13,marco,lapmod,0.8069350875
2017-11-13,serenella,lapmod,0.015135825835
2017-11-14,foscolo,lapmod,0.12142395
2017-11-14,marco,lapmod,2.0453074516666665
2017-11-14,serenella,lapmod,0.119278909
2017-11-15,foscolo,lapmod,0.06453417208333333
2017-11-15,marco,lapmod,0.7414972166666667
2017-11-15,serenella,lapmod,0.08390718375
2017-11-16,foscolo,lapmod,0.17401235833333334
2017-11-16,marco,lapmod,0.44425807208333334
2017-11-16,serenella,lapmod,0.03251008291666667
2017-11-17,foscolo,lapmod,0.13419192729166668
2017-11-17,marco,lapmod,0.8520109095833334
2017-11-17,serenella,lapmod,0.02570010383333333
2017-11-18,foscolo,lapmod,0.10227058041666667
2017-11-18,marco,lapmod,1.1316980416666669
2017-11-18,serenella,lapmod,0.00455779985916666
2017-11-19,foscolo,lapmod,0.6172343171666667
2017-11-19,marco,lapmod,1.2701655566666663
2017-11-19,serenella,lapmod,0.04946836164583333
2017-11-20,foscolo,lapmod,0.18011839166666668
2017-11-20,marco,lapmod,1.0442458916666668
2017-11-20,serenella,lapmod,0.28293561682083335
2017-11-21,foscolo,lapmod,1.430918336629167
2017-11-21,marco,lapmod,0.5322967645833334
2017-11-21,serenella,lapmod,0.07510958167691667
2017-11-22,foscolo,lapmod,0.7907464933333334
2017-11-22,marco,lapmod,1.1635297833333331
2017-11-22,serenella,lapmod,0.25340368333333335
2017-11-23,foscolo,lapmod,1.022304125
2017-11-23,marco,lapmod,0.6886268960908334
2017-11-23,serenella,lapmod,0.24468340500833333
2017-11-24,foscolo,lapmod,1.2946965458333335
2017-11-24,marco,lapmod,0.5404023066250001
2017-11-24,serenella,lapmod,0.05770893458333333
2017-11-25,foscolo,lapmod,0.4575192666666667
2017-11-25,marco,lapmod,2.410697458333333
2017-11-25,serenella,lapmod,7.464898975e-4
2017-11-26,foscolo,lapmod,0.10005353708333334
2017-11-26,marco,lapmod,0.5645533125000001
2017-11-26,serenella,lapmod,0.094817059875
2017-11-27,foscolo,lapmod,0.8480861541666667
2017-11-27,marco,lapmod,0.3685924791666667
2017-11-27,serenella,lapmod,0.013662511835
2017-11-28,foscolo,lapmod,0.06632048333333333
2017-11-28,marco,lapmod,1.9429286005791664
2017-11-28,serenella,lapmod,0.007664625
2017-11-29,foscolo,lapmod,0.4494758758333333
2017-11-29,marco,lapmod,0.8785769366666667
2017-11-29,serenella,lapmod,9.186470833333332e-6
2017-11-30,foscolo,lapmod,0.18513041529166668
2017-11-30,marco,lapmod,0.21933701454166665
2017-11-30,serenella,lapmod,0.00188444291666666
2017-12-01,foscolo,lapmod,0.04526420833333332
2017-12-01,marco,lapmod,0.39872204166666664
2017-12-01,serenella,lapmod,0.014794016275
2017-12-02,foscolo,lapmod,0.21068333333333333
2017-12-02,marco,lapmod,0.4601352475
2017-12-02,serenella,lapmod,0.00564633829166666
2017-12-03,foscolo,lapmod,0.19991954541666668
2017-12-03,marco,lapmod,0.9997203333333332
2017-12-03,serenella,lapmod,0.00727830708333333
2017-12-04,foscolo,lapmod,0.23931709166666668
2017-12-04,marco,lapmod,1.3142508000000002
2017-12-04,serenella,lapmod,0.16822483649999995
2017-12-05,foscolo,lapmod,0.6417247916666666
2017-12-05,marco,lapmod,0.9789651041666666
2017-12-05,serenella,lapmod,0.6589218307333333
2017-12-06,foscolo,lapmod,1.2685981365875
2017-12-06,marco,lapmod,1.1874639183791666
2017-12-06,serenella,lapmod,0.04981737433333334
2017-12-07,foscolo,lapmod,1.2084641916666667
2017-12-07,marco,lapmod,0.97682968375
2017-12-07,serenella,lapmod,0.09131186362291668
2017-12-08,foscolo,lapmod,0.08522718833333333
2017-12-08,marco,lapmod,2.408562916666667
2017-12-08,serenella,lapmod,3.331779677e-4
2017-12-09,foscolo,lapmod,0.17704091631250002
2017-12-09,marco,lapmod,0.33784731175000005
2017-12-09,serenella,lapmod,0.00143059583333333
2017-12-10,foscolo,lapmod,0.14904536000000002
2017-12-10,marco,lapmod,1.6366332875
2017-12-10,serenella,lapmod,4.774082333333333e-4
2017-12-11,foscolo,lapmod,0.2823393869625
2017-12-11,marco,lapmod,0.9501759608333332
2017-12-11,serenella,lapmod,0.00110593729999999
2017-12-12,foscolo,lapmod,1.2193674166666668
2017-12-12,marco,lapmod,1.7353532608458333
2017-12-12,serenella,lapmod,0.05681870604166667
2017-12-13,foscolo,lapmod,0.405469575
2017-12-13,marco,lapmod,1.6354688333333334
2017-12-13,serenella,lapmod,0.02375408260416666
2017-12-14,foscolo,lapmod,0.6816972416666667
2017-12-14,marco,lapmod,2.4471312725000005
2017-12-14,serenella,lapmod,0.31905895303333337
2017-12-15,foscolo,lapmod,0.59884768825
2017-12-15,marco,lapmod,1.4587456666666667
2017-12-15,serenella,lapmod,0.00942744066175
2017-12-16,foscolo,lapmod,0.127407266125
2017-12-16,marco,lapmod,0.3717602834166666
2017-12-16,serenella,lapmod,4.0093870666666663e-4
2017-12-17,foscolo,lapmod,0.20702520337916663
2017-12-17,marco,lapmod,0.97575408875
2017-12-17,serenella,lapmod,0.01570757079583333
2017-12-18,foscolo,lapmod,0.098496294625
2017-12-18,marco,lapmod,1.7760628428583334
2017-12-18,serenella,lapmod,6.870375000000001e-6
2017-12-19,foscolo,lapmod,0.17867446325
2017-12-19,marco,lapmod,2.379454709625
2017-12-19,serenella,lapmod,0.4554985625466667
2017-12-20,foscolo,lapmod,0.6860274885416667
2017-12-20,marco,lapmod,1.4552946833333331
2017-12-20,serenella,lapmod,1.5181996708333334e-4
2017-12-21,foscolo,lapmod,0.6689301181291667
2017-12-21,marco,lapmod,0.8514255291666667
2017-12-21,serenella,lapmod,0.04985384458333333
2017-12-22,foscolo,lapmod,0.5547836223958333
2017-12-22,marco,lapmod,0.4657860958333333
2017-12-22,serenella,lapmod,0.09879874166666668
2017-12-23,foscolo,lapmod,0.0177472712875
2017-12-23,marco,lapmod,0.1899864496875
2017-12-23,serenella,lapmod,0.00960545833333333
2017-12-24,foscolo,lapmod,0.07445132297000001
2017-12-24,marco,lapmod,0.1484983064125
2017-12-24,serenella,lapmod,0.01391389706379166
2017-12-25,foscolo,lapmod,0.03453993990816666
2017-12-25,marco,lapmod,0.01654752704208333
2017-12-25,serenella,lapmod,0.0021532225
2017-12-26,foscolo,lapmod,0
2017-12-26,marco,lapmod,0
2017-12-26,serenella,lapmod,0
2017-12-27,foscolo,lapmod,0
2017-12-27,marco,lapmod,0
2017-12-27,serenella,lapmod,9.098458333333332e-5
2017-12-28,foscolo,lapmod,0
2017-12-28,marco,lapmod,0
2017-12-28,serenella,lapmod,0
2017-12-29,foscolo,lapmod,0.40711352708333337
2017-12-29,marco,lapmod,0.00573582916666666
2017-12-29,serenella,lapmod,0
2017-12-30,foscolo,lapmod,0.09031318647500002
2017-12-30,marco,lapmod,0.08630927625
2017-12-30,serenella,lapmod,1.151125e-9
2017-12-31,foscolo,lapmod,0.006892818735
2017-12-31,marco,lapmod,0.05649651708333333
2017-12-31,serenella,lapmod,4.184193041666667e-4
