data,recettore,stima,valore
2017-09-16,foscolo,bdnpr,2.4035572470833335
2017-09-16,marco,bdnpr,1.7278542387083333
2017-09-16,serenella,bdnpr,0.13145408872916667
2017-09-16,foscolo,misure,6.9
2017-09-16,marco,misure,11
2017-09-16,serenella,misure,0.9
2017-09-17,foscolo,base,0.22516905
2017-09-17,marco,base,0.5382455300000001
2017-09-17,serenella,base,0
2017-09-17,foscolo,bdnpr,0.2485412416666667
2017-09-17,marco,bdnpr,0.5980817
2017-09-17,serenella,bdnpr,0
2017-09-17,foscolo,misure,1.8
2017-09-17,marco,misure,1.4
2017-09-17,serenella,misure,0.6
2017-09-18,foscolo,base,0.7317659904166667
2017-09-18,marco,base,1.2881476895833335
2017-09-18,serenella,base,0.06894293155416667
2017-09-18,foscolo,bdnpr,1.3857106499166667
2017-09-18,marco,bdnpr,3.0586606598333335
2017-09-18,serenella,bdnpr,0.06858908658333335
2017-09-18,foscolo,misure,6.6
2017-09-18,marco,misure,16
2017-09-18,serenella,misure,7.3
2017-09-19,foscolo,base,0.06426237666666668
2017-09-19,marco,base,0.7542553820833333
2017-09-19,serenella,base,1.5974375e-6
2017-09-19,foscolo,bdnpr,0.05362886458333333
2017-09-19,marco,bdnpr,0.997502375
2017-09-19,serenella,bdnpr,5.283333333333333e-6
2017-09-19,foscolo,misure,4.1
2017-09-19,marco,misure,42.3
2017-09-19,serenella,misure,0.3
2017-09-20,foscolo,base,0.7626759708970833
2017-09-20,marco,base,0.2804455708020834
2017-09-20,serenella,base,0.047430363512500004
2017-09-20,foscolo,bdnpr,1.09916020318375
2017-09-20,marco,bdnpr,0.31638931354458333
2017-09-20,serenella,bdnpr,0.03600286375
2017-09-20,foscolo,misure,38.3
2017-09-20,marco,misure,12.3
2017-09-20,serenella,misure,24.5
2017-09-21,foscolo,base,1.1228645645833333
2017-09-21,marco,base,1.0228173956375
2017-09-21,serenella,base,0.16524429166666668
2017-09-21,foscolo,bdnpr,2.1355429262500003
2017-09-21,marco,bdnpr,0.9742923510375
2017-09-21,serenella,bdnpr,0.17189270833333334
2017-09-21,foscolo,misure,613.4
2017-09-21,marco,misure,2.7
2017-09-21,serenella,misure,10.4
2017-09-22,foscolo,base,0.3197033666666667
2017-09-22,marco,base,1.1450399922916668
2017-09-22,serenella,base,1.2042872373045834
2017-09-22,foscolo,bdnpr,1.2974124291666667
2017-09-22,marco,bdnpr,1.5950180714375002
2017-09-22,serenella,bdnpr,0.9390156153791667
2017-09-22,foscolo,misure,12.8
2017-09-22,marco,misure,13.3
2017-09-22,serenella,misure,5.7
2017-09-23,foscolo,base,0.8678175833333334
2017-09-23,marco,base,1.2460664300125
2017-09-23,serenella,base,0.15915064230375
2017-09-23,foscolo,bdnpr,1.242363125
2017-09-23,marco,bdnpr,2.2858181709708334
2017-09-23,serenella,bdnpr,0.13630666618608334
2017-09-23,foscolo,misure,1.6
2017-09-23,marco,misure,7.2
2017-09-23,serenella,misure,1.2
2017-09-24,foscolo,base,0.07350108870833333
2017-09-24,marco,base,1.9915524291666666
2017-09-24,serenella,base,4.556949583333333e-5
2017-09-24,foscolo,bdnpr,0.055348498333333336
2017-09-24,marco,bdnpr,3.3787472083333334
2017-09-24,serenella,bdnpr,2.6276920833333335e-5
2017-09-24,foscolo,misure,1.8
2017-09-24,marco,misure,33.5
2017-09-24,serenella,misure,0.2
2017-09-25,foscolo,base,0.08745335041666667
2017-09-25,marco,base,0.6857978391666667
2017-09-25,serenella,base,0.1326425
2017-09-25,foscolo,bdnpr,0.10399899416666666
2017-09-25,marco,bdnpr,0.6062416416666666
2017-09-25,serenella,bdnpr,0.139777375
2017-09-25,foscolo,misure,2.7
2017-09-25,marco,misure,15.7
2017-09-25,serenella,misure,20.7
2017-09-26,foscolo,base,0.025804450500000003
2017-09-26,marco,base,0.42581940041791666
2017-09-26,serenella,base,0.08890205166666666
2017-09-26,foscolo,bdnpr,0.0427774992125
2017-09-26,marco,bdnpr,0.901102457
2017-09-26,serenella,bdnpr,0.08235184458333333
2017-09-26,foscolo,misure,2.5
2017-09-26,marco,misure,20.4
2017-09-26,serenella,misure,2.2
2017-09-27,foscolo,base,0.8407280369583333
2017-09-27,marco,base,1.6659934560416667
2017-09-27,serenella,base,0.10523028333333334
2017-09-27,foscolo,bdnpr,0.5848074933333334
2017-09-27,marco,bdnpr,3.2568972763749997
2017-09-27,serenella,bdnpr,0.07195655225
2017-09-27,foscolo,misure,6.1
2017-09-27,marco,misure,138.7
2017-09-27,serenella,misure,14.2
2017-09-28,foscolo,base,0.15244343750000003
2017-09-28,marco,base,1.1246607882083333
2017-09-28,serenella,base,0.064177286625
2017-09-28,foscolo,bdnpr,0.144213
2017-09-28,marco,bdnpr,1.6201488483333333
2017-09-28,serenella,bdnpr,0.04999161006666667
2017-09-28,foscolo,misure,1.1
2017-09-28,marco,misure,115.1
2017-09-28,serenella,misure,0.9
2017-09-29,foscolo,base,0.23229575
2017-09-29,marco,base,0.8570159166666668
2017-09-29,serenella,base,0.1405599966666667
2017-09-29,foscolo,bdnpr,0.22977077979166666
2017-09-29,marco,bdnpr,1.3572635041666667
2017-09-29,serenella,bdnpr,0.11739799166666667
2017-09-29,foscolo,misure,6.2
2017-09-29,marco,misure,11.4
2017-09-29,serenella,misure,1.9
2017-09-30,foscolo,base,0.2726031666666667
2017-09-30,marco,base,1.08851930375
2017-09-30,serenella,base,0.14072444291666666
2017-09-30,foscolo,bdnpr,0.23049290833333333
2017-09-30,marco,bdnpr,1.5747996958333335
2017-09-30,serenella,bdnpr,0.09202933958333333
2017-09-30,foscolo,misure,1
2017-09-30,marco,misure,9.8
2017-09-30,serenella,misure,0.3
2017-10-01,foscolo,base,0.063085621375
2017-10-01,marco,base,0.7597220333333333
2017-10-01,serenella,base,0.004362618607533333
2017-10-01,foscolo,bdnpr,0.05504678041666666
2017-10-01,marco,bdnpr,0.9404105291666668
2017-10-01,serenella,bdnpr,0.0028684170291666668
2017-10-01,foscolo,misure,0.9
2017-10-01,marco,misure,204.8
2017-10-01,serenella,misure,0.2
2017-10-02,foscolo,base,0.5355539625
2017-10-02,marco,base,0.11261824578208333
2017-10-02,serenella,base,0.19766716666666667
2017-10-02,foscolo,bdnpr,1.33799365
2017-10-02,marco,bdnpr,0.17326146003333334
2017-10-02,serenella,bdnpr,0.104277125
2017-10-02,foscolo,misure,14.8
2017-10-02,marco,misure,2
2017-10-02,serenella,misure,18.5
2017-10-03,foscolo,base,0.22050768666666667
2017-10-03,marco,base,1.5325553458333334
2017-10-03,serenella,base,0.1317715625
2017-10-03,foscolo,bdnpr,0.11306309041666666
2017-10-03,marco,bdnpr,1.96324
2017-10-03,serenella,bdnpr,0.061843594583333335
2017-10-03,foscolo,misure,8.9
2017-10-03,marco,misure,9.8
2017-10-03,serenella,misure,3.2
2017-10-04,foscolo,base,1.1594974282916668
2017-10-04,marco,base,0.5526431563333333
2017-10-04,serenella,base,0.019128049166666668
2017-10-04,foscolo,bdnpr,1.9941129229166665
2017-10-04,marco,bdnpr,0.767654977125
2017-10-04,serenella,bdnpr,0.013977561375000001
2017-10-04,foscolo,misure,9.2
2017-10-04,marco,misure,6.8
2017-10-04,serenella,misure,0.4
2017-10-05,foscolo,base,0.7576938704166667
2017-10-05,marco,base,1.1985050594583333
2017-10-05,serenella,base,0.07901653585
2017-10-05,foscolo,bdnpr,1.15395115974375
2017-10-05,marco,bdnpr,1.7570991378333334
2017-10-05,serenella,bdnpr,0.0539330275475
2017-10-05,foscolo,misure,532.7
2017-10-05,marco,misure,3.5
2017-10-05,serenella,misure,78.8
2017-10-06,foscolo,base,0.6501925759166667
2017-10-06,marco,base,0.3382026391666667
2017-10-06,serenella,base,0.1695818455375
2017-10-06,foscolo,bdnpr,0.6547611066666668
2017-10-06,marco,bdnpr,0.6199374166666667
2017-10-06,serenella,bdnpr,0.12894018824583334
2017-10-06,foscolo,misure,152.3
2017-10-06,marco,misure,26.6
2017-10-06,serenella,misure,80.7
2017-10-07,foscolo,base,1.0341879875
2017-10-07,marco,base,1.1951541413333335
2017-10-07,serenella,base,0.07873939583333334
2017-10-07,foscolo,bdnpr,1.9930198625000002
2017-10-07,marco,bdnpr,2.6346073125
2017-10-07,serenella,bdnpr,0.057730808333333335
2017-10-07,foscolo,misure,18
2017-10-07,marco,misure,9.9
2017-10-07,serenella,misure,1.2
2017-10-08,foscolo,base,1.0585755833333332
2017-10-08,marco,base,1.7031833883333334
2017-10-08,serenella,base,0.031510150583333334
2017-10-08,foscolo,bdnpr,1.6599324583333332
2017-10-08,marco,bdnpr,2.114634225416667
2017-10-08,serenella,bdnpr,0.020620923759583333
2017-10-08,foscolo,misure,60.5
2017-10-08,marco,misure,4.1
2017-10-08,serenella,misure,0.5
2017-10-09,foscolo,base,0.33670147250000004
2017-10-09,marco,base,0.6792137893750001
2017-10-09,serenella,base,0.15889426
2017-10-09,foscolo,bdnpr,0.35956025
2017-10-09,marco,bdnpr,1.1031481535416667
2017-10-09,serenella,bdnpr,0.10355023333333334
2017-10-09,foscolo,misure,167.3
2017-10-09,marco,misure,26
2017-10-09,serenella,misure,11.1
2017-10-10,foscolo,base,1.7491525416666667
2017-10-10,marco,base,0.7768493927416666
2017-10-10,serenella,base,0.17227884166666668
2017-10-10,foscolo,bdnpr,3.6650072619008336
2017-10-10,marco,bdnpr,0.4739338771166667
2017-10-10,serenella,bdnpr,0.13543187083333333
2017-10-10,foscolo,misure,1176.6
2017-10-10,marco,misure,14.5
2017-10-10,serenella,misure,7
2017-10-11,foscolo,base,0.939254375
2017-10-11,marco,base,1.401262819
2017-10-11,serenella,base,0.17139439598679168
2017-10-11,foscolo,bdnpr,1.3876421916666666
2017-10-11,marco,bdnpr,2.5287528244999997
2017-10-11,serenella,bdnpr,0.15042233948949998
2017-10-11,foscolo,misure,543.7
2017-10-11,marco,misure,24.8
2017-10-11,serenella,misure,11
2017-10-12,foscolo,base,1.6137336292416666
2017-10-12,marco,base,1.0504841322958334
2017-10-12,serenella,base,0.46853954291666666
2017-10-12,foscolo,bdnpr,3.057613484807917
2017-10-12,marco,bdnpr,1.12950584
2017-10-12,serenella,bdnpr,0.3027357304166667
2017-10-12,foscolo,misure,484.9
2017-10-12,marco,misure,13.7
2017-10-12,serenella,misure,17.8
2017-10-13,foscolo,base,2.6280645264999998
2017-10-13,marco,base,0.8079318179208334
2017-10-13,serenella,base,0.13427276954166667
2017-10-13,foscolo,bdnpr,7.406974708333333
2017-10-13,marco,bdnpr,0.92629131175
2017-10-13,serenella,bdnpr,0.07450534866666667
2017-10-13,foscolo,misure,583.3
2017-10-13,marco,misure,82.9
2017-10-13,serenella,misure,77.7
2017-10-14,foscolo,base,2.0205520454166668
2017-10-14,marco,base,1.3425272239166666
2017-10-14,serenella,base,0.039944571150000004
2017-10-14,foscolo,bdnpr,3.493858654166667
2017-10-14,marco,bdnpr,6.0142214095833335
2017-10-14,serenella,bdnpr,0.023880255435833334
2017-10-14,foscolo,misure,29.6
2017-10-14,marco,misure,7.7
2017-10-14,serenella,misure,4.1
2017-10-15,foscolo,base,1.2965017662083334
2017-10-15,marco,base,0.8926111155958334
2017-10-15,serenella,base,0.06531148958333333
2017-10-15,foscolo,bdnpr,2.4703691352083332
2017-10-15,marco,bdnpr,0.64426242016375
2017-10-15,serenella,bdnpr,0.0370551725
2017-10-15,foscolo,misure,33.2
2017-10-15,marco,misure,2.1
2017-10-15,serenella,misure,1.1
2017-10-16,foscolo,base,3.3815356708333333
2017-10-16,marco,base,1.8194142758333334
2017-10-16,serenella,base,0.132210525
2017-10-16,foscolo,bdnpr,9.946502983333334
2017-10-16,marco,bdnpr,3.4345656980833335
2017-10-16,serenella,bdnpr,0.12165155666666666
2017-10-16,foscolo,misure,1094.3
2017-10-16,marco,misure,145.3
2017-10-16,serenella,misure,43.3
2017-10-17,foscolo,base,2.33334528
2017-10-17,marco,base,1.6264795932725
2017-10-17,serenella,base,0.4183267545625
2017-10-17,foscolo,bdnpr,5.76157956375
2017-10-17,marco,bdnpr,2.4768148943916666
2017-10-17,serenella,bdnpr,0.3898517738333333
2017-10-17,foscolo,misure,1538.9
2017-10-17,marco,misure,255.2
2017-10-17,serenella,misure,47.6
2017-10-18,foscolo,base,0.6722328171125
2017-10-18,marco,base,5.2069732916666664
2017-10-18,serenella,base,0.353109706805
2017-10-18,foscolo,bdnpr,0.6801782307333333
2017-10-18,marco,bdnpr,15.3950905375
2017-10-18,serenella,bdnpr,0.17479752166958334
2017-10-18,foscolo,misure,273.9
2017-10-18,marco,misure,84.4
2017-10-18,serenella,misure,18.1
2017-10-19,foscolo,base,0.5196921625
2017-10-19,marco,base,2.3389487916666667
2017-10-19,serenella,base,4.462581e-4
2017-10-19,foscolo,bdnpr,0.3023885
2017-10-19,marco,bdnpr,3.153257791666667
2017-10-19,serenella,bdnpr,4.101706125e-4
2017-10-19,foscolo,misure,4.4
2017-10-19,marco,misure,69.7
2017-10-19,serenella,misure,1.1
2017-10-20,foscolo,base,0.42678036741666664
2017-10-20,marco,base,2.11315615
2017-10-20,serenella,base,0.0524960125
2017-10-20,foscolo,bdnpr,0.3230287875
2017-10-20,marco,bdnpr,2.4761337208333334
2017-10-20,serenella,bdnpr,0.035847570833333335
2017-10-20,foscolo,misure,209.4
2017-10-20,marco,misure,182.9
2017-10-20,serenella,misure,8.2
2017-10-21,foscolo,base,0.6937259958333333
2017-10-21,marco,base,1.4448069993750001
2017-10-21,serenella,base,0.32995855166666666
2017-10-21,foscolo,bdnpr,0.8142071283333333
2017-10-21,marco,bdnpr,2.485305316666667
2017-10-21,serenella,bdnpr,0.2734355835
2017-10-21,foscolo,misure,23.8
2017-10-21,marco,misure,40.8
2017-10-21,serenella,misure,3.2
2017-10-22,foscolo,base,0.006438069329166667
2017-10-22,marco,base,1.8383763458333333
2017-10-22,serenella,base,1.1073541666666667e-5
2017-10-22,foscolo,bdnpr,0.0029760350583333335
2017-10-22,marco,bdnpr,2.8985149999999997
2017-10-22,serenella,bdnpr,1.7073774999999999e-6
2017-10-22,foscolo,misure,0.9
2017-10-22,marco,misure,354.5
2017-10-22,serenella,misure,0.5
2017-10-23,foscolo,base,0.5069906791666666
2017-10-23,marco,base,0.29333994640833333
2017-10-23,serenella,base,0.15871116416666667
2017-10-23,foscolo,bdnpr,0.6572492833333333
2017-10-23,marco,bdnpr,0.8657030958333334
2017-10-23,serenella,bdnpr,0.110900475
2017-10-23,foscolo,misure,290.3
2017-10-23,marco,misure,50
2017-10-23,serenella,misure,52.9
2017-10-24,foscolo,base,0.7130529920833334
2017-10-24,marco,base,0.7670979829166666
2017-10-24,serenella,base,0.0031685959258333334
2017-10-24,foscolo,bdnpr,1.2139231816666667
2017-10-24,marco,bdnpr,0.8192444819166668
2017-10-24,serenella,bdnpr,0.0020552013366666663
2017-10-24,foscolo,misure,37.6
2017-10-24,marco,misure,96.9
2017-10-24,serenella,misure,4.6
2017-10-25,foscolo,base,1.360727375629167
2017-10-25,marco,base,1.8192924281833334
2017-10-25,serenella,base,0.083058330625
2017-10-25,foscolo,bdnpr,3.0864069180125
2017-10-25,marco,bdnpr,2.50325519355375
2017-10-25,serenella,bdnpr,0.04720316708333334
2017-10-25,foscolo,misure,8.9
2017-10-25,marco,misure,22.8
2017-10-25,serenella,misure,7.6
2017-10-26,foscolo,base,1.0511467916666666
2017-10-26,marco,base,1.7551469142458334
2017-10-26,serenella,base,0.273353822605
2017-10-26,foscolo,bdnpr,2.0657275511920834
2017-10-26,marco,bdnpr,2.9345868142625
2017-10-26,serenella,bdnpr,0.17744486683333333
2017-10-26,foscolo,misure,54.3
2017-10-26,marco,misure,12.7
2017-10-26,serenella,misure,31.3
2017-10-27,foscolo,base,0.9644385583333333
2017-10-27,marco,base,1.1756014166666666
2017-10-27,serenella,base,0.03396881583333333
2017-10-27,foscolo,bdnpr,1.0381452
2017-10-27,marco,bdnpr,0.8975546041666667
2017-10-27,serenella,bdnpr,0.020491026250000002
2017-10-27,foscolo,misure,23.5
2017-10-27,marco,misure,51.8
2017-10-27,serenella,misure,0.9
2017-10-28,foscolo,base,0.616101202875
2017-10-28,marco,base,1.87684125
2017-10-28,serenella,base,0.0117120970425
2017-10-28,foscolo,bdnpr,0.9307763115416667
2017-10-28,marco,bdnpr,3.2442488750000003
2017-10-28,serenella,bdnpr,0.008583092033333333
2017-10-28,foscolo,misure,11
2017-10-28,marco,misure,8.3
2017-10-28,serenella,misure,1.4
2017-10-29,foscolo,base,0.48398785416666673
2017-10-29,marco,base,1.0093228541666666
2017-10-29,serenella,base,0.01649603963333333
2017-10-29,foscolo,bdnpr,0.34722226916666665
2017-10-29,marco,bdnpr,1.0606212341666668
2017-10-29,serenella,bdnpr,0.010245529741666667
2017-10-29,foscolo,misure,195.2
2017-10-29,marco,misure,115.2
2017-10-29,serenella,misure,0.9
2017-10-30,foscolo,base,0.12504731625
2017-10-30,marco,base,0.2854329331666667
2017-10-30,serenella,base,0.288586652625
2017-10-30,foscolo,bdnpr,0.11422110833333333
2017-10-30,marco,bdnpr,0.4297035713291667
2017-10-30,serenella,bdnpr,0.28043455166666664
2017-10-30,foscolo,misure,26.4
2017-10-30,marco,misure,35.7
2017-10-30,serenella,misure,71.4
2017-10-31,foscolo,base,0.2969903975
2017-10-31,marco,base,1.8815040416666666
2017-10-31,serenella,base,0.011740629166666667
2017-10-31,foscolo,bdnpr,0.24944969
2017-10-31,marco,bdnpr,2.249221541666667
2017-10-31,serenella,bdnpr,0.007814071198933334
2017-10-31,foscolo,misure,1.9
2017-10-31,marco,misure,30.6
2017-10-31,serenella,misure,2.4
2017-11-01,foscolo,base,0.20983725125000002
2017-11-01,marco,base,0.620445825
2017-11-01,serenella,base,0.15556276275
2017-11-01,foscolo,bdnpr,0.35162196375000004
2017-11-01,marco,bdnpr,1.1614662702916667
2017-11-01,serenella,bdnpr,0.10709447300416668
2017-11-01,foscolo,misure,77.8
2017-11-01,marco,misure,14.7
2017-11-01,serenella,misure,2.9
2017-11-02,foscolo,base,0.32084097916666665
2017-11-02,marco,base,2.122500291666667
2017-11-02,serenella,base,0.14560127291666666
2017-11-02,foscolo,bdnpr,0.2601402591695834
2017-11-02,marco,bdnpr,5.920002208333333
2017-11-02,serenella,bdnpr,0.09173434000000001
2017-11-02,foscolo,misure,3.4
2017-11-02,marco,misure,10.3
2017-11-02,serenella,misure,1.4
2017-11-03,foscolo,base,1.3136199541666667
2017-11-03,marco,base,1.4521488333333334
2017-11-03,serenella,base,0.04655848479166667
2017-11-03,foscolo,bdnpr,1.2919123833333332
2017-11-03,marco,bdnpr,1.6215189916666666
2017-11-03,serenella,bdnpr,0.030787981550000003
2017-11-03,foscolo,misure,52.2
2017-11-03,marco,misure,57
2017-11-03,serenella,misure,6.4
2017-11-04,foscolo,base,0.20037122458333334
2017-11-04,marco,base,1.5004968208333334
2017-11-04,serenella,base,0.17696604167916666
2017-11-04,foscolo,bdnpr,0.09411672045833333
2017-11-04,marco,bdnpr,2.224378199583333
2017-11-04,serenella,bdnpr,0.14817501392500002
2017-11-04,foscolo,misure,7.5
2017-11-04,marco,misure,5.6
2017-11-04,serenella,misure,0.7
2017-11-05,foscolo,base,0.04592397
2017-11-05,marco,base,0.350890605
2017-11-05,serenella,base,0.02015221791666667
2017-11-05,foscolo,bdnpr,0.03707571666666667
2017-11-05,marco,bdnpr,0.7765199479166667
2017-11-05,serenella,bdnpr,0.021811495833333333
2017-11-05,foscolo,misure,59.5
2017-11-05,marco,misure,0.8
2017-11-05,serenella,misure,0.7
2017-11-06,foscolo,base,0.17589568333333333
2017-11-06,marco,base,0.04714999958333333
2017-11-06,serenella,base,0.0029851942083333333
2017-11-06,foscolo,bdnpr,0.11472200166666667
2017-11-06,marco,bdnpr,0.03255848541666667
2017-11-06,serenella,bdnpr,0.002778062416666667
2017-11-06,foscolo,misure,2.7
2017-11-06,marco,misure,894.9
2017-11-06,serenella,misure,0.3
2017-11-07,foscolo,base,0.03391586779166667
2017-11-07,marco,base,0.1597556825
2017-11-07,serenella,base,0.006700700833333333
2017-11-07,foscolo,bdnpr,0.04082237166666667
2017-11-07,marco,bdnpr,0.17207668916666666
2017-11-07,serenella,bdnpr,0.010528323625
2017-11-07,foscolo,misure,1.4
2017-11-07,marco,misure,151.2
2017-11-07,serenella,misure,0.2
2017-11-08,foscolo,base,0.6959004744583335
2017-11-08,marco,base,1.0914532916666668
2017-11-08,serenella,base,0.042356995
2017-11-08,foscolo,bdnpr,0.48211094823333334
2017-11-08,marco,bdnpr,0.7446011833333334
2017-11-08,serenella,bdnpr,0.029872349412500002
2017-11-08,foscolo,misure,46.6
2017-11-08,marco,misure,140.9
2017-11-08,serenella,misure,0.8
2017-11-09,foscolo,base,0.16033591666666666
2017-11-09,marco,base,1.3971658804166667
2017-11-09,serenella,base,0.05851628779166666
2017-11-09,foscolo,bdnpr,0.13387351666666666
2017-11-09,marco,bdnpr,2.781624625
2017-11-09,serenella,bdnpr,0.04908134693708333
2017-11-09,foscolo,misure,1.8
2017-11-09,marco,misure,202.5
2017-11-09,serenella,misure,25.5
2017-11-10,foscolo,base,0.4798430275
2017-11-10,marco,base,0.807544009
2017-11-10,serenella,base,0.17713388154583334
2017-11-10,foscolo,bdnpr,0.907418045
2017-11-10,marco,bdnpr,0.8732757503041667
2017-11-10,serenella,bdnpr,0.17734830329166668
2017-11-10,foscolo,misure,58.2
